Permit_Type,Project,Project_Valuation,Total_SQFT,PSFEE,PAFEE,UTFEE,CDFEE,TotalFeeInvoiced,GeoCluster
RE-ROOF,RESIDENTIAL,9600.0,0,0,0,0.0,84.31,84.31,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,55.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,225.0,225.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,27.75,32.25,4
RE-ROOF,COMMERCIAL,16027.0,0,0,0,0.0,250.07,122.17,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
RE-ROOF,RESIDENTIAL,1973.0,0,0,0,0.0,46.05,46.05,0
RE-ROOF,RESIDENTIAL,19500.0,0,0,0,0.0,145.57,145.57,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
RE-ROOF,RESIDENTIAL,20200.0,0,0,0,0.0,146.75,146.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
RE-ROOF,RESIDENTIAL,5853.0,0,0,0,0.0,62.24,62.24,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
RE-ROOF,RESIDENTIAL,10000.0,0,0,0,0.0,86.67,86.67,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,18864.0,0,0,0,0.0,138.87,138.87,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,69.25,69.25,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,87.5,87.5,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,78.25,78.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
RE-ROOF,RESIDENTIAL,11048.0,0,0,0,0.0,98.45,98.45,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,10000.0,0,0,0,0.0,86.67,86.67,5
RE-ROOF,RESIDENTIAL,14362.0,0,0,0,0.0,116.12,116.12,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,69.75,72.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
RE-ROOF,RESIDENTIAL,13407.0,0,0,0,0.0,106.74,106.74,3
RE-ROOF,RESIDENTIAL,12158.0,0,0,0,0.0,104.34,104.34,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
RE-ROOF,RESIDENTIAL,5300.0,0,0,0,0.0,58.99,58.99,2
RE-ROOF,RESIDENTIAL,19210.0,0,0,0,0.0,145.57,145.57,4
RE-ROOF,RESIDENTIAL,6900.0,0,0,0,0.0,68.41,68.41,2
RE-ROOF,RESIDENTIAL,4320.0,0,0,0,0.0,53.2,53.2,2
RE-ROOF,RESIDENTIAL,27457.0,0,0,0,0.0,177.91,177.91,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,0.0,0.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
RE-ROOF,RESIDENTIAL,9000.0,0,0,0,0.0,80.78,80.78,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
RE-ROOF,RESIDENTIAL,6000.0,0,0,0,0.0,63.11,63.11,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,69.25,69.25,1
RE-ROOF,RESIDENTIAL,4300.0,0,0,0,0.0,57.21,57.21,4
NEW,RESIDENTIAL,315000.0,3477,887,0,3138.0,486.79,4511.79,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
NEW,RESIDENTIAL,232990.0,2754,639,2600,1358.0,385.56,4982.56,1
RE-ROOF,COMMERCIAL,29000.0,0,0,0,0.0,366.0,183.0,3
NEW,RESIDENTIAL,232990.0,2754,639,2600,1358.0,385.56,4982.56,1
NEW,RESIDENTIAL,231990.0,2754,639,2600,3138.0,385.56,3624.56,1
NEW,RESIDENTIAL,222990.0,2625,639,2600,1358.0,367.51,4964.51,1
NEW,RESIDENTIAL,222990.0,2556,639,2600,1358.0,387.84,4984.84,1
ALTERATION,COMMERCIAL,50000.0,0,0,0,0.0,320.11,320.11,3
NEW,RESIDENTIAL,209990.0,2817,639,2600,3138.0,394.38,3633.38,1
RE-ROOF,RESIDENTIAL,6500.0,0,0,0,0.0,66.05,66.05,4
NEW,RESIDENTIAL,164990.0,2066,639,2600,3138.0,289.24,3528.24,1
NEW,RESIDENTIAL,168990.0,2066,639,2600,3138.0,289.24,3528.24,1
RE-ROOF,RESIDENTIAL,7000.0,0,0,0,0.0,69.0,69.0,5
NEW,RESIDENTIAL,174990.0,2315,639,2600,3138.0,324.11,3563.11,1
NEW,RESIDENTIAL,179990.0,2315,639,2600,3138.0,324.11,3563.11,1
RE-ROOF,RESIDENTIAL,25000.0,0,0,0,0.0,175.02,175.02,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
NEW,RESIDENTIAL,290699.0,2745,639,800,2978.0,384.3,1823.3,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,4.5,35.25,39.75,4
RE-ROOF,RESIDENTIAL,8677.0,0,0,0,0.0,80.79,80.79,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
RE-ROOF,RESIDENTIAL,11671.0,0,0,0,0.0,98.45,98.45,0
RE-ROOF,RESIDENTIAL,15435.0,0,0,0,0.0,122.01,122.01,4
RE-ROOF,RESIDENTIAL,6499.0,0,0,0,0.0,69.0,69.0,0
RE-ROOF,RESIDENTIAL,5500.0,0,0,0,0.0,63.11,63.11,5
RE-ROOF,RESIDENTIAL,17837.0,0,0,0,0.0,133.79,133.79,4
RE-ROOF,RESIDENTIAL,12739.0,0,0,0,0.0,104.34,104.34,0
NEW,RESIDENTIAL,151960.0,1740,639,2600,3138.0,243.6,3482.6,1
RE-ROOF,COMMERCIAL,7479.0,0,0,0,0.0,149.78,74.89,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,115.0,50.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ADDITION,RESIDENTIAL,5000.0,300,0,0,0.0,114.44,57.22,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,93.75,107.25,4
RE-ROOF,RESIDENTIAL,11000.0,0,0,0,0.0,92.56,92.56,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
RE-ROOF,COMMERCIAL,30018.0,0,0,0,0.0,381.39,188.19,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,96.75,110.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,5
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
RE-ROOF,RESIDENTIAL,11109.0,0,0,0,0.0,93.2,93.2,1
ALTERATION,RESIDENTIAL,5000.0,0,0,0,0.0,114.43,57.21,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,102.75,116.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,4
RE-ROOF,RESIDENTIAL,15326.0,0,0,0,0.0,122.01,122.01,0
RE-ROOF,RESIDENTIAL,20037.0,0,0,0,0.0,151.46,151.46,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
RE-ROOF,RESIDENTIAL,10000.0,0,0,0,0.0,86.67,86.67,4
ALTERATION,COMMERCIAL,20000.0,0,1,0,0.0,291.14,145.57,3
RE-ROOF,COMMERCIAL,50000.0,0,0,0,0.0,580.2,290.1,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,30.75,33.75,5
RE-ROOF,RESIDENTIAL,6500.0,0,0,0,0.0,66.05,66.05,3
RE-ROOF,RESIDENTIAL,10959.0,0,0,0,0.0,92.56,92.56,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
RE-ROOF,RESIDENTIAL,10290.0,0,0,0,0.0,180.93,88.37,4
RE-ROOF,RESIDENTIAL,6200.0,0,0,0,0.0,133.29,64.29,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
RE-ROOF,COMMERCIAL,9000.0,0,0,0,0.0,161.56,80.78,0
RE-ROOF,RESIDENTIAL,20001.0,0,0,0,0.0,146.38,146.38,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,225.0,225.0,4
RE-ROOF,RESIDENTIAL,19655.0,0,0,0,0.0,162.7,162.7,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,145.0,145.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
RE-ROOF,RESIDENTIAL,13539.0,0,0,0,0.0,107.51,107.51,5
PERMANENT,SIGN,0.0,0,0,0,0.0,20.0,20.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
RE-ROOF,RESIDENTIAL,12542.0,0,0,0,0.0,101.64,101.64,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,90.0,60.0,4
RE-ROOF,RESIDENTIAL,15656.0,0,0,0,0.0,119.98,119.98,4
RE-ROOF,RESIDENTIAL,18000.0,0,0,0,0.0,133.79,133.79,1
RE-ROOF,RESIDENTIAL,4752.0,0,0,0,0.0,57.21,57.21,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
RE-ROOF,COMMERCIAL,25000.0,0,0,0,0.0,350.05,175.03,3
RE-ROOF,RESIDENTIAL,6648.0,0,0,0,0.0,69.0,69.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
RE-ROOF,RESIDENTIAL,8909.0,0,0,0,0.0,80.79,80.79,3
RE-ROOF,RESIDENTIAL,12185.0,0,0,0,0.0,104.34,104.34,4
RE-ROOF,RESIDENTIAL,5849.0,0,0,0,0.0,63.11,63.11,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
RE-ROOF,RESIDENTIAL,9017.0,0,0,0,0.0,80.88,80.88,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,3
RE-ROOF,RESIDENTIAL,20238.0,0,0,0,0.0,147.97,147.97,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,30.75,35.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,48.25,48.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,1
RE-ROOF,RESIDENTIAL,4018.0,0,0,0,0.0,51.44,51.44,3
RE-ROOF,RESIDENTIAL,14630.0,0,0,0,0.0,113.94,113.94,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,4
RE-ROOF,RESIDENTIAL,8268.0,0,0,0,0.0,80.79,80.79,0
RE-ROOF,RESIDENTIAL,7200.0,0,0,0,0.0,74.89,74.89,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,12.0,111.75,123.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
RE-ROOF,RESIDENTIAL,9000.0,0,0,0,0.0,80.79,80.79,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
TEMPORARY,SIGN,0.0,0,0,0,0.0,0.0,0.0,4
RE-ROOF,RESIDENTIAL,12661.0,0,0,0,0.0,104.34,104.34,5
RE-ROOF,RESIDENTIAL,8300.0,0,0,0,0.0,77.14,77.14,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
RE-ROOF,RESIDENTIAL,10206.0,0,0,0,0.0,92.56,92.56,4
RE-ROOF,COMMERCIAL,75129.0,0,0,0,0.0,757.63,377.11,2
RE-ROOF,RESIDENTIAL,7700.0,0,0,0,0.0,73.12,73.12,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
RE-ROOF,RESIDENTIAL,7225.0,0,0,0,0.0,74.89,74.89,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,100.0,100.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,73.75,73.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,73.75,73.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,1
RE-ROOF,RESIDENTIAL,6262.0,0,0,0,0.0,64.65,64.65,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,39.75,42.75,3
NEW,RESIDENTIAL,115000.0,2267,835,2600,3138.0,317.39,3752.39,3
RE-ROOF,RESIDENTIAL,6500.0,0,0,0,0.0,69.0,69.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,7338.0,0,0,0,0.0,70.99,70.99,3
RE-ROOF,RESIDENTIAL,8961.0,0,0,0,0.0,80.55,80.55,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,57.75,57.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
RE-ROOF,COMMERCIAL,6498.0,0,0,0,0.0,135.04,66.04,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,96.75,110.25,2
ALTERATION,RESIDENTIAL,2500.0,0,0,0,0.0,90.88,45.44,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,96.75,110.25,2
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,145.0,145.0,4
ALTERATION,RESIDENTIAL,60000.0,0,0,0,0.0,635.6,317.8,4
PLUMBING,COMMERCIAL,0.0,0,0,0,7.5,90.75,98.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,145.0,145.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,27.75,30.75,4
RE-ROOF,RESIDENTIAL,17500.0,0,0,0,0.0,130.84,130.84,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,57.75,71.25,0
RE-ROOF,RESIDENTIAL,8500.0,0,0,0,0.0,77.83,77.83,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
RE-ROOF,RESIDENTIAL,6803.0,0,0,0,0.0,68.84,68.84,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
NEW,RESIDENTIAL,390000.0,3416,887,2600,3138.0,478.24,3965.24,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,57.75,71.25,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,346.25,346.25,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,346.25,346.25,5
PERMANENT,SIGN,0.0,0,0,0,0.0,20.0,20.0,4
RE-ROOF,RESIDENTIAL,10620.0,0,0,0,0.0,96.21,96.21,4
PERMANENT,SIGN,0.0,0,0,0,0.0,20.0,20.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,70.0,70.0,3
PERMANENT,SIGN,0.0,0,0,0,0.0,30.0,30.0,3
NEW,RESIDENTIAL,225990.0,2556,639,2600,3138.0,357.84,3596.84,1
NEW,RESIDENTIAL,235990.0,2754,639,2600,3138.0,385.56,3624.56,1
RE-ROOF,RESIDENTIAL,3000.0,0,0,0,0.0,45.44,45.44,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,3
RE-ROOF,RESIDENTIAL,3743.0,0,0,0,0.0,49.81,49.81,4
RE-ROOF,RESIDENTIAL,6836.0,0,0,0,0.0,68.03,68.03,4
PERMANENT,SIGN,0.0,0,0,0,0.0,25.0,25.0,2
RE-ROOF,RESIDENTIAL,20276.0,0,0,0,0.0,151.46,151.46,3
RE-ROOF,RESIDENTIAL,6482.0,0,0,0,0.0,69.0,69.0,4
NEW,COMMERCIAL,100000.0,0,90,0,0.0,516.6,606.6,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,51.25,51.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
RE-ROOF,RESIDENTIAL,10200.0,0,0,0,0.0,87.85,87.85,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,145.0,145.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
RE-ROOF,RESIDENTIAL,25000.0,0,0,0,0.0,175.02,175.02,5
NEW,RESIDENTIAL,183270.0,2235,835,2600,3138.0,312.9,3747.9,1
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,55.0,55.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
NEW,RESIDENTIAL,289000.0,2994,835,2600,1358.0,419.16,5212.16,1
PLUMBING,COMMERCIAL,0.0,0,0,0,6.0,27.75,33.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,5
PLUMBING,COMMERCIAL,0.0,0,0,0,16.5,81.75,98.25,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,20.0,20.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,48.25,48.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,60.75,60.75,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,3
ALTERATION,COMMERCIAL,6000.0,0,0,0,0.0,63.11,63.11,3
RE-ROOF,RESIDENTIAL,11000.0,0,0,0,0.0,92.56,92.56,4
NEW,RESIDENTIAL,117000.0,2160,835,2600,3138.0,302.4,3737.4,1
RE-ROOF,RESIDENTIAL,9748.0,0,0,0,0.0,86.67,86.67,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,135.75,149.25,1
RE-ROOF,COMMERCIAL,56710.0,0,0,0,0.0,612.08,306.04,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,96.75,110.25,1
RE-ROOF,RESIDENTIAL,2000.0,0,0,0,0.0,46.05,46.05,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,69.75,83.25,1
RE-ROOF,RESIDENTIAL,9000.0,0,0,0,0.0,80.78,80.78,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,90.0,90.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ADDITION,RESIDENTIAL,2500.0,2031,0,0,0.0,45.44,45.44,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,63.75,77.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,69.75,83.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
RE-ROOF,RESIDENTIAL,5000.0,0,0,0,0.0,57.21,57.21,3
RE-ROOF,RESIDENTIAL,7967.0,0,0,0,0.0,74.89,74.89,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,4
RE-ROOF,RESIDENTIAL,15500.0,0,0,0,0.0,122.01,122.01,4
NEW,RESIDENTIAL,157010.0,1740,639,2600,3138.0,243.6,3482.6,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,5
NEW,RESIDENTIAL,135000.0,1589,552,0,1358.0,222.47,2132.47,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,4
RE-ROOF,RESIDENTIAL,8000.0,0,0,0,0.0,74.89,74.89,1
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,9342.0,0,0,0,0.0,86.67,86.67,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,48.75,48.75,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,38.25,38.25,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,485.0,485.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,63.75,63.75,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
RE-ROOF,RESIDENTIAL,7905.0,0,0,0,0.0,74.33,74.33,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,87.75,87.75,4
RE-ROOF,RESIDENTIAL,6825.0,0,0,0,0.0,69.0,69.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
